Name|Address|Last Inspection|Score|Grade|Inspection Date|Inspection Type|Result|Major Violations|Minor Violations|City|URL
CHART HOUSE|2588 S HY 101, CARDIFF BY THE SEA, CA 92007|01-Mar-2017|95|A|22-Feb-2016|Routine|92|No major violations observed|['Approved Equipment and Utensils', 'Food Storage', 'Holding Temperatures', 'Nonfood Contact Surfaces Clean', 'Proper Handwashing Facilities', 'Toilet Facilities']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898361714
CHEVRON #1967|805 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007|17-Nov-2016|100|A|17-Nov-2016|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899571093
CHEVRON #1967|805 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007|17-Nov-2016|100|A|07-Jan-2016|Routine|98|No major violations observed|['Holding Temperatures']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899571093
CHEVRON #1967|805 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007|17-Nov-2016|100|A|11-Feb-2015|Routine|99|No major violations observed|['Approved Equipment and Utensils']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899571093
CICCIOTTIS TRATTORIA ITALIANA|1933 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|19-Oct-2016|99|A|19-Oct-2016|Routine|99|No major violations observed|['Plumbing']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899550981
CICCIOTTIS TRATTORIA ITALIANA|1933 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|19-Oct-2016|99|A|05-May-2016|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899550981
CICCIOTTIS TRATTORIA ITALIANA|1933 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|19-Oct-2016|99|A|13-Apr-2016|Routine|92|No major violations observed|['Approved Equipment and Utensils', 'Food Handler Training', 'Holding Temperatures', 'Nonfood Contact Surfaces Clean', 'Personal Cleanliness', 'Storage of Toxic Substances']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899550981
EAST COAST PIZZA|2015 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|09-May-2017|NULL|NULL|09-May-2017|Other|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899339872
EAST COAST PIZZA|2015 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|09-May-2017|NULL|NULL|09-Feb-2017|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899339872
EAST COAST PIZZA|2015 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|09-May-2017|NULL|NULL|02-Feb-2017|Routine|93|['Holding Temps']|['Floors, Walls, and Ceilings', 'Grade Card, Last Inspection Report, Permit Available', 'Storage of Toxic Substances']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899339872
EL PUEBLO MEXICAN FOOD|820 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007|17-Nov-2016|95|A|17-Nov-2016|Routine|95|No major violations observed|['Food Contact Surfaces', 'Food Separated and Protected', 'Holding Temperatures']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899187761
EL PUEBLO MEXICAN FOOD|820 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007|17-Nov-2016|95|A|07-Jan-2016|Routine|99|No major violations observed|['Equipment and Utensil Storage, Use']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899187761
EL PUEBLO MEXICAN FOOD|820 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007|17-Nov-2016|95|A|27-Aug-2015|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899187761
ELKS LODGE #2243|1393 WINDSOR RD, CARDIFF BY THE SEA, CA 92007|10-Mar-2017|97|A|10-Mar-2017|Routine|97|No major violations observed|['Nonfood Contact Surfaces Clean', 'Vermin']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899135182
ELKS LODGE #2243|1393 WINDSOR RD, CARDIFF BY THE SEA, CA 92007|10-Mar-2017|97|A|23-Feb-2016|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899135182
ELKS LODGE #2243|1393 WINDSOR RD, CARDIFF BY THE SEA, CA 92007|10-Mar-2017|97|A|11-Feb-2016|Routine|98|No major violations observed|['Food Safety Certification']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899135182
HOLIDAY INN EXPRESS|1661 VILLA CARDIFF DR, CARDIFF BY THE SEA, CA 92007|18-Nov-2016|100|A|18-Nov-2016|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898996959
HOLIDAY INN EXPRESS|1661 VILLA CARDIFF DR, CARDIFF BY THE SEA, CA 92007|18-Nov-2016|100|A|07-Jan-2016|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898996959
HOLIDAY INN EXPRESS|1661 VILLA CARDIFF DR, CARDIFF BY THE SEA, CA 92007|18-Nov-2016|100|A|11-Feb-2015|Routine|97|No major violations observed|['Proper Handwashing Facilities', 'Warewashing Facilities Maintained']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898996959
JACK IN THE BOX #42|1967 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|02-Feb-2017|96|A|02-Feb-2017|Routine|96|No major violations observed|['Equipment and Utensil Storage, Use', 'Food Contact Surfaces', 'Nonfood Contact Surfaces Clean']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211956518192
JACK IN THE BOX #42|1967 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|02-Feb-2017|96|A|11-Feb-2016|Routine|98|No major violations observed|['Grade Card, Last Inspection Report, Permit Available', 'Nonfood Contact Surfaces Clean']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211956518192
KI'S|2591 S HY 101, CARDIFF BY THE SEA, CA 92007|21-Feb-2017|94|A|21-Feb-2017|Routine|94|No major violations observed|['Floors, Walls, and Ceilings', 'Nonfood Contact Surfaces Clean', 'Protection From Contamination', 'Wiping Cloths', 'Warewashing Facilities Maintained']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898434457
KI'S|2591 S HY 101, CARDIFF BY THE SEA, CA 92007|21-Feb-2017|94|A|04-Feb-2016|Routine|96|No major violations observed|['Approved Equipment and Utensils', 'Floors, Walls, and Ceilings', 'Proper Handwashing Facilities']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898434457
KI'S|2591 S HY 101, CARDIFF BY THE SEA, CA 92007|21-Feb-2017|94|A|09-Feb-2015|Routine|92|No major violations observed|['Approved Equipment and Utensils', 'Nonfood Contact Surfaces Clean', 'Proper Handwashing Facilities', 'Storage of Toxic Substances', 'Vermin', 'Ventilation and Lighting']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898434457
KIKKA ITO INC|2087 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|07-Jun-2017|99|A|07-Jun-2017|Routine|99|No major violations observed|['Food Separated and Protected']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898390137
KIKKA ITO INC|2087 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|07-Jun-2017|99|A|25-Aug-2016|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898390137
KIKKA ITO INC|2087 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|07-Jun-2017|99|A|05-Nov-2015|Routine|99|No major violations observed|['Thawing Methods']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898390137
LAS OLAS MEXICAN RESTAURANT|2655 S HY 101, CARDIFF BY THE SEA, CA 92007|27-Jan-2017|96|A|27-Jan-2017|Routine|96|No major violations observed|['Food Contact Surfaces', 'Food Separated and Protected', 'Nonfood Contact Surfaces Clean']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898218156
LAS OLAS MEXICAN RESTAURANT|2655 S HY 101, CARDIFF BY THE SEA, CA 92007|27-Jan-2017|96|A|04-Feb-2016|Routine|99|No major violations observed|['Approved Equipment and Utensils']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898218156
LAS OLAS MEXICAN RESTAURANT|2655 S HY 101, CARDIFF BY THE SEA, CA 92007|27-Jan-2017|96|A|09-Feb-2015|Routine|96|No major violations observed|['Approved Equipment and Utensils', 'Equipment and Utensil Storage, Use', 'Proper Eating, Tasting, Drinking, or Tobacco Use']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898218156
LOURDES MEXICAN FOOD|2113 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|09-May-2017|95|A|09-May-2017|Routine|95|No major violations observed|['Food Handler Training', 'Holding Temperatures', 'Ventilation and Lighting']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898851955
LOURDES MEXICAN FOOD|2113 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|09-May-2017|95|A|07-Jul-2016|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898851955
LOURDES MEXICAN FOOD|2113 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|09-May-2017|95|A|26-Oct-2015|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898851955
MAR VISTA LIQUOR|2121 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|21-Nov-2016|98|NULL|21-Nov-2016|Routine|98|No major violations observed|['Hot and Cold Water']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898993898
MAR VISTA LIQUOR|2121 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|21-Nov-2016|98|NULL|19-Apr-2016|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898993898
MAR VISTA LIQUOR|2121 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|21-Nov-2016|98|NULL|11-Feb-2016|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898993898
MIRA COSTA COLLEGE|3333 MANCHESTER AVE, CARDIFF BY THE SEA, CA 92007|01-May-2017|95|A|01-May-2017|Routine|95|No major violations observed|['Food Contact Surfaces', 'Fruits and Vegetables Washed', 'Holding Temperatures']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898363368
MIRA COSTA COLLEGE|3333 MANCHESTER AVE, CARDIFF BY THE SEA, CA 92007|01-May-2017|95|A|04-May-2016|Routine|98|No major violations observed|['Holding Temperatures']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898363368
MIRA COSTA COLLEGE|3333 MANCHESTER AVE, CARDIFF BY THE SEA, CA 92007|01-May-2017|95|A|24-Aug-2015|Routine|96|No major violations observed|['Holding Temperatures', 'Protection From Contamination']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898363368
PACIFIC COAST GRILL|2526 S COAST HIGHWAY 101, CARDIFF BY THE SEA, CA 92007-2111|01-Mar-2017|92|A|01-Mar-2017|Routine|92|No major violations observed|['Equipment and Utensil Storage, Use', 'Food Contact Surfaces', 'Food Separated and Protected', 'Protection From Contamination', 'Time as Public Health Control']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898417479
PACIFIC COAST GRILL|2526 S COAST HIGHWAY 101, CARDIFF BY THE SEA, CA 92007-2111|01-Mar-2017|92|A|09-Feb-2016|Routine|93|No major violations observed|['Floors, Walls, and Ceilings', 'Holding Temperatures', 'Proper Handwashing Facilities', 'Time as Public Health Control']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898417479
PACIFIC COAST GRILL|2526 S COAST HIGHWAY 101, CARDIFF BY THE SEA, CA 92007-2111|01-Mar-2017|92|A|09-Feb-2015|Routine|95|No major violations observed|['Nonfood Contact Surfaces Clean', 'Proper Eating, Tasting, Drinking, or Tobacco Use', 'Proper Handwashing Facilities']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211898417479
PAPPALECCO CAFE|2105 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|17-Jan-2017|NULL|NULL|17-Jan-2017|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211923291826
PAPPALECCO CAFE|2105 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|17-Jan-2017|NULL|NULL|10-Jan-2017|Routine|95|No major violations observed|['Food Handler Training', 'Proper Handwashing Facilities', 'Warewashing Facilities Maintained']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211923291826
PAPPALECCO CAFE|2105 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|17-Jan-2017|NULL|NULL|12-Oct-2016|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211923291826
PIPES CAFE|121 LIVERPOOL DR, CARDIFF BY THE SEA, CA 92007|01-Jun-2017|98|A|01-Jun-2017|Routine|98|No major violations observed|['Equipment and Utensil Storage, Use', 'Floors, Walls, and Ceilings']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899307049
PIPES CAFE|121 LIVERPOOL DR, CARDIFF BY THE SEA, CA 92007|01-Jun-2017|98|A|28-Mar-2017|Routine|99|No major violations observed|['Nonfood Contact Surfaces Clean']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899307049
PIPES CAFE|121 LIVERPOOL DR, CARDIFF BY THE SEA, CA 92007|01-Jun-2017|98|A|28-Mar-2017|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899307049
PIPES CAFE|121 LIVERPOOL DR, CARDIFF BY THE SEA, CA 92007|01-Jun-2017|98|A|24-Mar-2017|Routine|85|['Food Contact Surfaces']|['Equipment and Utensil Storage, Use', 'Food Separated and Protected', 'Food Handler Training', 'Nonfood Contact Surfaces Clean', 'Premises, Vermin-proofing, Personal/Cleaning Items', 'Storage of Toxic Substances', 'Thermometers', 'Vermin', 'Wiping Cloths']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899307049
QERO|815 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007-1401|15-Feb-2017|95|A|15-Feb-2017|Routine|95|No major violations observed|['Holding Temperatures', 'Proper Handwashing Facilities', 'Warewashing Facilities Maintained']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211947483169
QERO|815 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007-1401|15-Feb-2017|95|A|01-Dec-2016|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211947483169
QERO|815 BIRMINGHAM DR, CARDIFF BY THE SEA, CA 92007-1401|15-Feb-2017|95|A|17-Nov-2016|Routine|90|['Shellfish Tags']|['Equipment and Utensil Storage, Use', 'Food Contact Surfaces', 'Proper Handwashing Facilities', 'Vermin', 'Warewashing Facilities Maintained']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211947483169
SAMBAZON ACAI CAFE|2031 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|21-Nov-2016|97|A|21-Nov-2016|Routine|97|No major violations observed|['Approved Equipment and Utensils', 'Proper Handwashing Facilities']|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899041194
SAMBAZON ACAI CAFE|2031 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|21-Nov-2016|97|A|11-Feb-2016|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899041194
SAMBAZON ACAI CAFE|2031 SAN ELIJO AVE, CARDIFF BY THE SEA, CA 92007|21-Nov-2016|97|A|02-Mar-2015|Routine|100|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899041194
SAN ELIJO CAMPORIUM|2050 S COAST HY 101, CARDIFF BY THE SEA, CA 92007|25-May-2017|NULL|NULL|25-May-2017|Reinspection|Directed|No major violations observed|No minor violations observed|Cardiff by the Sea|http://www2.sdcounty.ca.gov/ffis/DetailPage.aspx?Permit_id=211899113983
